tokenID,name,description,file_name,external_url,attributes[Palette],attributes[Scale],attributes[Style],attributes[Half],attributes[Pair],attributes[Twin],attributes[Seed]
222,Vinaccia #222,"Vinaccia, Edition half of pair 222 of 250. Tramonto — the going down, and the warmer half of the same fading. Medium scale, mixed-style, rendered deterministically from seed 50htlril. Its Twin is Albicocca: free to claim for whoever holds this piece.",filament_1777667051035_0006_50htlril_Tramonto_medium.webp,https://unrealfilament.art/edition/#222,Tramonto,Medium,Mixed-style,Edition,222,Albicocca,50htlril
223,Prugna #223,"Prugna, Edition half of pair 223 of 250. Tramonto — the going down, and the warmer half of the same fading. Medium scale, mixed-style, rendered deterministically from seed u6xzh4kb. Its Twin is Pesca: free to claim for whoever holds this piece.",filament_1777667080844_0038_u6xzh4kb_Tramonto_medium.webp,https://unrealfilament.art/edition/#223,Tramonto,Medium,Mixed-style,Edition,223,Pesca,u6xzh4kb
224,Mora #224,"Mora, Edition half of pair 224 of 250. Tramonto — the going down, and the warmer half of the same fading. Medium scale, mixed-style, rendered deterministically from seed 7z5b475w. Its Twin is Arancio: free to claim for whoever holds this piece.",filament_1777667120589_0008_7z5b475w_Tramonto_medium.webp,https://unrealfilament.art/edition/#224,Tramonto,Medium,Mixed-style,Edition,224,Arancio,7z5b475w
225,Ametista #225,"Ametista, Edition half of pair 225 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, mixed-style, rendered deterministically from seed q7azywd2. Its Twin is Citrino: free to claim for whoever holds this piece.",filament_1777667164036_0054_q7azywd2_Tramonto_mixed.webp,https://unrealfilament.art/edition/#225,Tramonto,Mixed,Mixed-style,Edition,225,Citrino,q7azywd2
226,Indaco #226,"Indaco, Edition half of pair 226 of 250. Tramonto — the going down, and the warmer half of the same fading. Medium scale, mixed-style, rendered deterministically from seed zbvn58ss. Its Twin is Zolfo: free to claim for whoever holds this piece.",filament_1777667197536_0093_zbvn58ss_Tramonto_medium.webp,https://unrealfilament.art/edition/#226,Tramonto,Medium,Mixed-style,Edition,226,Zolfo,zbvn58ss
227,Malva #227,"Malva, Edition half of pair 227 of 250. Tramonto — the going down, and the warmer half of the same fading. Mixed scale, mixed-style, rendered deterministically from seed hzst0goz. Its Twin is Croco: free to claim for whoever holds this piece.",filament_1777667224545_0126_hzst0goz_Tramonto_mixed.webp,https://unrealfilament.art/edition/#227,Tramonto,Mixed,Mixed-style,Edition,227,Croco,hzst0goz
228,Lilla #228,"Lilla, Edition half of pair 228 of 250. Tramonto — the going down, and the warmer half of the same fading. Large scale, mixed-style, rendered deterministically from seed vfwfeacp. Its Twin is Girasole: free to claim for whoever holds this piece.",filament_1777667231876_0134_vfwfeacp_Tramonto_large.webp,https://unrealfilament.art/edition/#228,Tramonto,Large,Mixed-style,Edition,228,Girasole,vfwfeacp
229,Fornace #229,"Fornace, Edition half of pair 229 of 250. Murano — the furnace and the finished glass. Large scale, beads, rendered deterministically from seed y4qx87x5. Its Twin is Calice: free to claim for whoever holds this piece.",filament_1777569189688_0007_y4qx87x5_Murano_large.webp,https://unrealfilament.art/edition/#229,Murano,Large,Beads,Edition,229,Calice,y4qx87x5
230,Crogiolo #230,"Crogiolo, Edition half of pair 230 of 250. Murano — the furnace and the finished glass. Mixed scale, beads, rendered deterministically from seed 3ecgj993. Its Twin is Ampolla: free to claim for whoever holds this piece.",filament_1777569273577_0017_3ecgj993_Murano_mixed.webp,https://unrealfilament.art/edition/#230,Murano,Mixed,Beads,Edition,230,Ampolla,3ecgj993
231,Canna #231,"Canna, Edition half of pair 231 of 250. Murano — the furnace and the finished glass. Jumbo scale, beads, rendered deterministically from seed si9a0e98. Its Twin is Bolla: free to claim for whoever holds this piece.",filament_1777569533344_0003_si9a0e98_Murano_jumbo.webp,https://unrealfilament.art/edition/#231,Murano,Jumbo,Beads,Edition,231,Bolla,si9a0e98
232,Soffio #232,"Soffio, Edition half of pair 232 of 250. Murano — the furnace and the finished glass. Jumbo scale, beads, rendered deterministically from seed d1615qx6. Its Twin is Perla: free to claim for whoever holds this piece.",filament_1777569568541_0051_d1615qx6_Murano_jumbo.webp,https://unrealfilament.art/edition/#232,Murano,Jumbo,Beads,Edition,232,Perla,d1615qx6
233,Colata #233,"Colata, Edition half of pair 233 of 250. Murano — the furnace and the finished glass. Jumbo scale, beads, rendered deterministically from seed jhuxunv2. Its Twin is Sfera: free to claim for whoever holds this piece.",filament_1777569595517_0095_jhuxunv2_Murano_jumbo.webp,https://unrealfilament.art/edition/#233,Murano,Jumbo,Beads,Edition,233,Sfera,jhuxunv2
234,Pontello #234,"Pontello, Edition half of pair 234 of 250. Murano — the furnace and the finished glass. Jumbo scale, beads, rendered deterministically from seed 0oy09927. Its Twin is Lampadario: free to claim for whoever holds this piece.",filament_1777569596809_0097_0oy09927_Murano_jumbo.webp,https://unrealfilament.art/edition/#234,Murano,Jumbo,Beads,Edition,234,Lampadario,0oy09927
235,Fusione #235,"Fusione, Edition half of pair 235 of 250. Murano — the furnace and the finished glass. Mixed scale, thin, rendered deterministically from seed x79wtl5y. Its Twin is Lastra: free to claim for whoever holds this piece.",filament_1777570074661_0041_x79wtl5y_Murano_mixed.webp,https://unrealfilament.art/edition/#235,Murano,Mixed,Thin,Edition,235,Lastra,x79wtl5y
236,Tempra #236,"Tempra, Edition half of pair 236 of 250. Murano — the furnace and the finished glass. Medium scale, beads, rendered deterministically from seed wpdvdf19. Its Twin is Lente: free to claim for whoever holds this piece.",filament_1777570107331_0066_wpdvdf19_Murano_medium.webp,https://unrealfilament.art/edition/#236,Murano,Medium,Beads,Edition,236,Lente,wpdvdf19
237,Molatura #237,"Molatura, Edition half of pair 237 of 250. Murano — the furnace and the finished glass. Large scale, thin, rendered deterministically from seed i1jy46af. Its Twin is Prisma: free to claim for whoever holds this piece.",filament_1777570213277_0027_i1jy46af_Murano_large.webp,https://unrealfilament.art/edition/#237,Murano,Large,Thin,Edition,237,Prisma,i1jy46af
238,Battuto #238,"Battuto, Edition half of pair 238 of 250. Murano — the furnace and the finished glass. Mixed scale, mixed-style, rendered deterministically from seed de5j18zk. Its Twin is Piatto: free to claim for whoever holds this piece.",filament_1777570216675_0029_de5j18zk_Murano_mixed.webp,https://unrealfilament.art/edition/#238,Murano,Mixed,Mixed-style,Edition,238,Piatto,de5j18zk
239,Incalmo #239,"Incalmo, Edition half of pair 239 of 250. Murano — the furnace and the finished glass. Mixed scale, mixed-style, rendered deterministically from seed krmv8dau. Its Twin is Bicchiere: free to claim for whoever holds this piece.",filament_1777570252350_0043_krmv8dau_Murano_mixed.webp,https://unrealfilament.art/edition/#239,Murano,Mixed,Mixed-style,Edition,239,Bicchiere,krmv8dau
240,Murrina #240,"Murrina, Edition half of pair 240 of 250. Murano — the furnace and the finished glass. Medium scale, beads, rendered deterministically from seed 1fd6mbwi. Its Twin is Tessera: free to claim for whoever holds this piece.",filament_1777666616057_0010_1fd6mbwi_Murano_medium.webp,https://unrealfilament.art/edition/#240,Murano,Medium,Beads,Edition,240,Tessera,1fd6mbwi
241,Reticello #241,"Reticello, Edition half of pair 241 of 250. Murano — the furnace and the finished glass. Mixed scale, mixed-style, rendered deterministically from seed yr1uyg3o. Its Twin is Lattimo: free to claim for whoever holds this piece.",filament_1777666637680_0033_yr1uyg3o_Murano_mixed.webp,https://unrealfilament.art/edition/#241,Murano,Mixed,Mixed-style,Edition,241,Lattimo,yr1uyg3o
242,Avventurina #242,"Avventurina, Edition half of pair 242 of 250. Murano — the furnace and the finished glass. Large scale, beads, rendered deterministically from seed k4w6750y. Its Twin is Opalina: free to claim for whoever holds this piece.",filament_1777666807898_0015_k4w6750y_Murano_large.webp,https://unrealfilament.art/edition/#242,Murano,Large,Beads,Edition,242,Opalina,k4w6750y
243,Sommerso #243,"Sommerso, Edition half of pair 243 of 250. Murano — the furnace and the finished glass. Medium scale, mixed-style, rendered deterministically from seed u6cjn1q3. Its Twin is Boccia: free to claim for whoever holds this piece.",filament_1777666835346_0045_u6cjn1q3_Murano_medium.webp,https://unrealfilament.art/edition/#243,Murano,Medium,Mixed-style,Edition,243,Boccia,u6cjn1q3
244,Pulegoso #244,"Pulegoso, Edition half of pair 244 of 250. Murano — the furnace and the finished glass. Jumbo scale, mixed-style, rendered deterministically from seed 6gggb8im. Its Twin is Smalto: free to claim for whoever holds this piece.",filament_1777667015123_0002_6gggb8im_Murano_jumbo.webp,https://unrealfilament.art/edition/#244,Murano,Jumbo,Mixed-style,Edition,244,Smalto,6gggb8im
245,Ricottura #245,"Ricottura, Edition half of pair 245 of 250. Murano — the furnace and the finished glass. Jumbo scale, mixed-style, rendered deterministically from seed idc29quz. Its Twin is Pendaglio: free to claim for whoever holds this piece.",filament_1777667040364_0011_idc29quz_Murano_jumbo.webp,https://unrealfilament.art/edition/#245,Murano,Jumbo,Mixed-style,Edition,245,Pendaglio,idc29quz
246,Stampo #246,"Stampo, Edition half of pair 246 of 250. Murano — the furnace and the finished glass. Medium scale, mixed-style, rendered deterministically from seed zovn39w3. Its Twin is Vetrata: free to claim for whoever holds this piece.",filament_1777667062695_0017_zovn39w3_Murano_medium.webp,https://unrealfilament.art/edition/#246,Murano,Medium,Mixed-style,Edition,246,Vetrata,zovn39w3
247,Soffiatura #247,"Soffiatura, Edition half of pair 247 of 250. Murano — the furnace and the finished glass. Medium scale, mixed-style, rendered deterministically from seed ptamvlkt. Its Twin is Rosone: free to claim for whoever holds this piece.",filament_1777667146281_0037_ptamvlkt_Murano_medium.webp,https://unrealfilament.art/edition/#247,Murano,Medium,Mixed-style,Edition,247,Rosone,ptamvlkt
248,Tenaglia #248,"Tenaglia, Edition half of pair 248 of 250. Murano — the furnace and the finished glass. Large scale, mixed-style, rendered deterministically from seed pbka3fsl. Its Twin is Fiala: free to claim for whoever holds this piece.",filament_1777667180789_0075_pbka3fsl_Murano_large.webp,https://unrealfilament.art/edition/#248,Murano,Large,Mixed-style,Edition,248,Fiala,pbka3fsl
249,Cesello #249,"Cesello, Edition half of pair 249 of 250. Murano — the furnace and the finished glass. Medium scale, mixed-style, rendered deterministically from seed 677xi2nh. Its Twin is Diadema: free to claim for whoever holds this piece.",filament_1777667181684_0076_677xi2nh_Murano_medium.webp,https://unrealfilament.art/edition/#249,Murano,Medium,Mixed-style,Edition,249,Diadema,677xi2nh
250,Sigillo #250,"Sigillo, Edition half of pair 250 of 250. Murano — the furnace and the finished glass. Large scale, mixed-style, rendered deterministically from seed m1p6k37w. Its Twin is Congedo: free to claim for whoever holds this piece.",filament_1777667214249_0114_m1p6k37w_Murano_large.webp,https://unrealfilament.art/edition/#250,Murano,Large,Mixed-style,Edition,250,Congedo,m1p6k37w
